idx,Model ID,Mean,ade_corpus_v2,anli,aqua_rat,arc_challenge,arc_easy,banking77,boolean_expressions,circa,clinc_oos,commonsense_qa,cryptonews_articles,disfl_qa,elementary_math_qa_question_only,formal_fallacies_syllogisms_negation,glue_cola,glue_mnli,glue_mrpc,glue_qnli,glue_qqp,glue_sst2,gsm8k,hyperbaton,intersect_geometry,machine_paraphrase_dataset,medmcqa,mmlu_combined,mmlu_pro,mnist_ascii,multistep_arithmetic,object_counting,openmathinstruct_2,overruling,qa_wikidata,qasc,quail,race_high,reasoning_about_colored_objects,sciq,sports_understanding,stackoverflow_questions,super_glue_boolq,super_glue_copa,super_glue_rte,super_glue_wic,super_glue_wsc,temporal_sequences,toxic_chat,tracking_shuffled_objects,tweet_eval_hate,tweet_topic_single,twitter_complaints,twitter_financial_news_sentiment,typescript_chunks,unarxive_imrad_clf,unit_conversion_si_conversion,web_of_lies,xnli_de,xnli_en,xnli_es,xnli_fr,xnli_hi,xnli_th
999,itatata/your-lora-repo_2e-5_b1_clean2_a1_30_epoch2,0.558239247311828,0.8,0.57,0.41,0.87,0.97,0.28,0.59,0.06,0.37,0.63,0.4,0.35,0.01,0.6,0.84,0.84,0.71,0.82,0.78,0.88,0.93,0.67,0.05,0.63,0.5,0.59,0.27,0.09,0.07,0.37,0.0,0.92,0.47,0.87,0.51,0.83,0.29,0.37,0.72,0.2708333333333333,0.84,0.57,0.75,0.7,0.65,0.47,0.93,0.19,0.63,0.79,0.88,0.67,0.82,0.35,0.2,0.44,0.58,0.71,0.63,0.64,0.47,0.5
1000,itatata/your-lora-repo_2e-5_b1_clean2real_epoch2,0.5606787634408603,0.79,0.56,0.4,0.88,0.97,0.23,0.62,0.07,0.36,0.63,0.4,0.37,0.0,0.59,0.83,0.87,0.71,0.85,0.79,0.88,0.94,0.6,0.05,0.69,0.49,0.58,0.28,0.09,0.06,0.39,0.0,0.91,0.48,0.88,0.54,0.86,0.31,0.39,0.69,0.3020833333333333,0.84,0.6,0.81,0.72,0.6,0.51,0.94,0.21,0.64,0.76,0.84,0.67,0.84,0.34,0.17,0.34,0.57,0.69,0.66,0.63,0.47,0.58
1001,itatata/your-lora-repo_2e-5_b1_clean2real_epoch6,0.5127016129032258,0.8,0.48,0.4,0.85,0.96,0.31,0.51,0.05,0.28,0.53,0.4,0.29,0.01,0.62,0.83,0.81,0.72,0.71,0.81,0.86,0.9,0.71,0.03,0.61,0.47,0.55,0.21,0.11,0.08,0.39,0.0,0.93,0.15,0.82,0.33,0.82,0.38,0.2,0.58,0.1875,0.8,0.6,0.65,0.6,0.55,0.42,0.89,0.25,0.63,0.8,0.85,0.63,0.84,0.33,0.19,0.29,0.47,0.59,0.45,0.49,0.4,0.38
1002,j-int8/qwen3-4b-structured-output-lora-exp15,0.5370698924731181,0.84,0.48,0.41,0.77,0.92,0.24,0.59,0.03,0.3,0.51,0.4,0.31,0.01,0.58,0.8,0.72,0.75,0.81,0.82,0.77,0.92,0.54,0.02,0.61,0.47,0.57,0.24,0.1,0.12,0.25,0.0,0.94,0.47,0.81,0.63,0.84,0.5,0.41,0.59,0.20833333333333334,0.77,0.65,0.72,0.69,0.61,0.41,0.95,0.25,0.54,0.81,0.91,0.69,0.83,0.24,0.18,0.45,0.58,0.63,0.62,0.59,0.39,0.49
1003,j-ito/your-lora-repo-v2,0.552426075268817,0.78,0.54,0.38,0.87,0.97,0.21,0.58,0.07,0.36,0.65,0.39,0.39,0.0,0.61,0.81,0.86,0.7,0.82,0.79,0.87,0.93,0.69,0.02,0.68,0.53,0.6,0.17,0.09,0.06,0.35,0.0,0.9,0.43,0.89,0.59,0.83,0.27,0.4,0.69,0.2604166666666667,0.85,0.62,0.81,0.69,0.6,0.52,0.95,0.17,0.63,0.81,0.85,0.67,0.83,0.35,0.17,0.15,0.56,0.7,0.66,0.62,0.46,0.55
1004,jaked97/Qwen3-4B-Instruct-2507-structured-output-lora-llm2025-edu_v2,0.5530241935483872,0.8,0.53,0.45,0.84,0.96,0.3,0.58,0.06,0.35,0.55,0.42,0.34,0.02,0.63,0.84,0.76,0.73,0.78,0.8,0.86,0.93,0.64,0.06,0.78,0.47,0.6,0.18,0.08,0.09,0.35,0.0,0.92,0.47,0.84,0.49,0.82,0.33,0.46,0.59,0.1875,0.8,0.62,0.79,0.68,0.67,0.39,0.94,0.28,0.6,0.83,0.89,0.68,0.9,0.28,0.12,0.45,0.56,0.66,0.59,0.67,0.47,0.53
1005,jaked97/Qwen3-4B-Instruct-2507-structured-output-lora-llm2025-edu_v3,0.5698588709677418,0.81,0.57,0.37,0.87,0.96,0.26,0.59,0.05,0.39,0.63,0.42,0.36,0.01,0.62,0.83,0.87,0.72,0.8,0.81,0.87,0.96,0.75,0.09,0.75,0.49,0.59,0.27,0.1,0.07,0.33,0.01,0.94,0.43,0.91,0.57,0.83,0.33,0.39,0.71,0.28125,0.82,0.63,0.83,0.7,0.63,0.48,0.95,0.21,0.64,0.8,0.88,0.68,0.86,0.32,0.16,0.54,0.62,0.68,0.62,0.66,0.49,0.52
1006,jalasoft/qwen-3-4B-it-ft-typ,0.5845161290322581,0.79,0.56,0.28,0.9,0.95,0.36,0.79,0.26,0.34,0.62,0.41,0.4,0.02,0.62,0.81,0.89,0.72,0.9,0.8,0.83,0.95,0.78,0.04,0.85,0.47,0.64,0.25,0.09,0.03,0.33,0.01,0.92,0.49,0.9,0.62,0.82,0.51,0.42,0.71,0.25,0.85,0.77,0.86,0.75,0.47,0.47,0.93,0.2,0.66,0.72,0.81,0.75,0.97,0.33,0.2,0.5,0.61,0.71,0.62,0.63,0.51,0.59
1007,jinkmn/qwen3-4b-structured-output-lora,0.5680645161290322,0.79,0.54,0.43,0.86,0.97,0.23,0.59,0.05,0.38,0.67,0.39,0.36,0.01,0.63,0.81,0.86,0.71,0.82,0.79,0.88,0.98,0.66,0.07,0.72,0.52,0.59,0.26,0.1,0.07,0.4,0.0,0.92,0.42,0.89,0.58,0.85,0.35,0.41,0.67,0.25,0.82,0.69,0.83,0.7,0.62,0.47,0.94,0.2,0.64,0.83,0.89,0.68,0.86,0.33,0.18,0.5,0.59,0.7,0.66,0.62,0.45,0.54
1008,jmJapan/jm25,0.5711559139784946,0.79,0.55,0.4,0.86,0.95,0.3,0.63,0.05,0.38,0.63,0.4,0.37,0.0,0.62,0.83,0.86,0.7,0.85,0.81,0.86,0.95,0.67,0.04,0.81,0.53,0.59,0.33,0.1,0.06,0.4,0.01,0.9,0.4,0.89,0.59,0.85,0.34,0.37,0.67,0.2916666666666667,0.84,0.67,0.84,0.68,0.6,0.48,0.93,0.2,0.66,0.81,0.87,0.68,0.84,0.35,0.16,0.54,0.59,0.72,0.63,0.64,0.48,0.57
1009,jmJapan/jm26,0.5687365591397848,0.79,0.56,0.34,0.86,0.95,0.28,0.65,0.06,0.38,0.64,0.39,0.38,0.0,0.61,0.83,0.86,0.7,0.83,0.81,0.87,0.94,0.7,0.04,0.8,0.52,0.6,0.31,0.1,0.06,0.36,0.01,0.9,0.39,0.89,0.57,0.84,0.33,0.41,0.66,0.2916666666666667,0.84,0.68,0.86,0.69,0.6,0.47,0.93,0.23,0.65,0.81,0.87,0.68,0.84,0.34,0.14,0.45,0.57,0.72,0.66,0.64,0.48,0.6
1010,junfukuda/qwen3-structeval-exp007-hard4k,0.5265860215053765,0.77,0.51,0.4,0.87,0.96,0.22,0.57,0.05,0.27,0.55,0.38,0.25,0.01,0.61,0.8,0.87,0.74,0.74,0.74,0.87,0.96,0.74,0.02,0.63,0.51,0.58,0.2,0.11,0.07,0.39,0.0,0.89,0.01,0.86,0.38,0.84,0.41,0.07,0.57,0.20833333333333334,0.8,0.67,0.75,0.67,0.51,0.44,0.91,0.22,0.61,0.83,0.81,0.65,0.91,0.34,0.09,0.35,0.56,0.69,0.57,0.67,0.43,0.54
1011,junfukuda/qwen3-structeval-exp010-5kmix,0.5485416666666666,0.78,0.56,0.4,0.89,0.97,0.22,0.57,0.06,0.36,0.61,0.41,0.34,0.0,0.61,0.82,0.86,0.72,0.79,0.8,0.87,0.91,0.65,0.03,0.69,0.52,0.54,0.19,0.08,0.07,0.3,0.0,0.91,0.39,0.89,0.53,0.82,0.28,0.38,0.69,0.23958333333333334,0.86,0.61,0.79,0.72,0.6,0.55,0.96,0.18,0.63,0.79,0.88,0.68,0.81,0.35,0.17,0.17,0.56,0.7,0.63,0.64,0.47,0.51
1012,junfukuda/qwen3-structeval-exp011-5kmix,0.5357997311827957,0.77,0.52,0.43,0.88,0.96,0.26,0.58,0.06,0.33,0.55,0.4,0.31,0.01,0.58,0.83,0.83,0.72,0.82,0.75,0.88,0.89,0.72,0.1,0.59,0.48,0.58,0.25,0.08,0.09,0.35,0.0,0.85,0.13,0.86,0.42,0.84,0.45,0.17,0.52,0.23958333333333334,0.8,0.7,0.72,0.69,0.51,0.52,0.91,0.22,0.62,0.81,0.82,0.68,0.81,0.33,0.16,0.49,0.55,0.66,0.56,0.63,0.45,0.5
1013,jyuan8210/your-lora-repo-2,0.5370900537634408,0.78,0.54,0.42,0.86,0.93,0.34,0.57,0.05,0.28,0.55,0.43,0.34,0.0,0.64,0.82,0.72,0.72,0.74,0.81,0.81,0.9,0.65,0.04,0.77,0.42,0.56,0.16,0.08,0.09,0.17,0.0,0.94,0.38,0.79,0.51,0.79,0.36,0.37,0.54,0.23958333333333334,0.79,0.49,0.68,0.68,0.65,0.41,0.94,0.25,0.59,0.84,0.92,0.65,0.85,0.3,0.09,0.55,0.61,0.68,0.6,0.68,0.46,0.48
1014,kabuizuchi-trading/qwen3-4b-instruct-2507-lora001,0.5388508064516129,0.79,0.48,0.38,0.74,0.94,0.26,0.58,0.03,0.27,0.49,0.42,0.37,0.21,0.61,0.77,0.62,0.73,0.87,0.83,0.74,0.85,0.49,0.05,0.59,0.47,0.61,0.2,0.14,0.21,0.26,0.03,0.91,0.45,0.83,0.66,0.86,0.46,0.42,0.54,0.21875,0.83,0.62,0.77,0.69,0.51,0.5,0.9,0.25,0.6,0.78,0.88,0.63,0.73,0.21,0.19,0.44,0.61,0.67,0.59,0.64,0.48,0.51
1015,kabuizuchi-trading/qwen3-4b-lora-structured,0.5685416666666667,0.78,0.52,0.39,0.87,0.92,0.45,0.66,0.11,0.41,0.65,0.4,0.33,0.08,0.61,0.8,0.75,0.76,0.81,0.81,0.84,0.94,0.68,0.05,0.61,0.51,0.59,0.28,0.1,0.16,0.37,0.01,0.9,0.45,0.89,0.63,0.79,0.46,0.45,0.61,0.23958333333333334,0.88,0.74,0.74,0.66,0.55,0.48,0.93,0.2,0.63,0.76,0.84,0.72,0.92,0.29,0.1,0.52,0.58,0.74,0.67,0.67,0.43,0.53
1016,kaju-barfi-jpn/qwen3-4b-lora-rev.20250217.v001,0.49034946236559135,0.75,0.53,0.35,0.77,0.89,0.28,0.58,0.05,0.27,0.4,0.46,0.3,0.04,0.6,0.79,0.57,0.76,0.71,0.8,0.76,0.83,0.51,0.03,0.7,0.39,0.39,0.11,0.12,0.1,0.14,0.0,0.93,0.4,0.57,0.51,0.76,0.33,0.33,0.54,0.2916666666666667,0.7,0.52,0.65,0.61,0.57,0.44,0.94,0.2,0.58,0.78,0.89,0.67,0.82,0.27,0.04,0.5,0.36,0.53,0.4,0.52,0.36,0.41
1017,kamaboko2007/LLM2025_main_001,0.5629233870967744,0.79,0.56,0.37,0.85,0.95,0.29,0.62,0.06,0.4,0.62,0.38,0.35,0.0,0.62,0.82,0.87,0.7,0.81,0.8,0.86,0.94,0.67,0.03,0.81,0.52,0.59,0.29,0.09,0.06,0.34,0.0,0.91,0.39,0.89,0.57,0.85,0.3,0.37,0.67,0.28125,0.84,0.64,0.84,0.68,0.62,0.45,0.94,0.19,0.65,0.83,0.88,0.68,0.82,0.35,0.16,0.47,0.59,0.73,0.63,0.63,0.45,0.54
1018,kamaboko2007/LLM2025_main_005,0.5622782258064518,0.8,0.52,0.41,0.9,0.97,0.28,0.59,0.06,0.34,0.64,0.39,0.38,0.01,0.61,0.81,0.86,0.72,0.83,0.82,0.87,0.93,0.61,0.05,0.69,0.52,0.59,0.29,0.09,0.08,0.33,0.0,0.92,0.43,0.86,0.55,0.84,0.44,0.37,0.7,0.28125,0.85,0.6,0.8,0.71,0.64,0.44,0.94,0.16,0.63,0.79,0.85,0.71,0.86,0.36,0.14,0.5,0.59,0.68,0.63,0.62,0.45,0.53
1019,kamaboko2007/llm_advance_011_alf_lora,0.5464717741935483,0.78,0.56,0.17,0.82,0.88,0.23,0.65,0.08,0.35,0.67,0.39,0.36,0.0,0.63,0.83,0.84,0.72,0.87,0.82,0.86,0.91,0.68,0.01,0.76,0.56,0.59,0.22,0.07,0.03,0.32,0.0,0.86,0.45,0.87,0.51,0.77,0.29,0.38,0.69,0.28125,0.83,0.74,0.84,0.68,0.61,0.33,0.95,0.07,0.64,0.82,0.79,0.69,0.84,0.35,0.19,0.13,0.61,0.7,0.64,0.59,0.5,0.58
1020,kanakuro/qwen3-4b-structured-output-260208-1,0.5634005376344086,0.78,0.55,0.26,0.8,0.89,0.25,0.63,0.06,0.39,0.62,0.38,0.35,0.01,0.62,0.83,0.85,0.72,0.8,0.82,0.88,0.96,0.73,0.06,0.81,0.52,0.58,0.28,0.08,0.06,0.47,0.01,0.87,0.38,0.9,0.53,0.86,0.3,0.4,0.68,0.2708333333333333,0.85,0.65,0.86,0.69,0.6,0.47,0.94,0.22,0.65,0.78,0.8,0.69,0.89,0.33,0.13,0.52,0.56,0.72,0.65,0.65,0.47,0.57
1021,kanakuro/qwen3-4b-structured-output-260209-1,0.5634005376344086,0.79,0.56,0.38,0.84,0.97,0.23,0.56,0.06,0.37,0.65,0.41,0.31,0.0,0.61,0.81,0.85,0.72,0.8,0.8,0.87,0.94,0.66,0.06,0.75,0.54,0.59,0.29,0.08,0.09,0.33,0.01,0.91,0.44,0.88,0.53,0.85,0.4,0.38,0.68,0.2708333333333333,0.84,0.61,0.76,0.66,0.6,0.45,0.94,0.25,0.64,0.84,0.86,0.69,0.86,0.33,0.16,0.46,0.62,0.71,0.68,0.65,0.5,0.55
1022,kanakuro/qwen3-4b-structured-output-260210-1,0.5619422043010753,0.8,0.55,0.43,0.85,0.96,0.22,0.55,0.06,0.37,0.65,0.41,0.32,0.01,0.61,0.81,0.85,0.75,0.81,0.81,0.88,0.95,0.66,0.05,0.76,0.52,0.58,0.27,0.09,0.08,0.33,0.01,0.91,0.43,0.88,0.52,0.85,0.4,0.36,0.68,0.2604166666666667,0.83,0.59,0.76,0.66,0.61,0.44,0.94,0.22,0.64,0.84,0.86,0.68,0.84,0.31,0.17,0.46,0.63,0.71,0.68,0.64,0.5,0.54
1023,kanakuro/qwen3-4b-structured-output-260212-2,0.5026276881720431,0.74,0.45,0.41,0.8,0.93,0.27,0.61,0.03,0.23,0.42,0.42,0.25,0.17,0.63,0.69,0.74,0.76,0.8,0.41,0.83,0.92,0.7,0.14,0.58,0.44,0.49,0.13,0.11,0.13,0.31,0.0,0.9,0.46,0.79,0.53,0.79,0.43,0.45,0.65,0.3229166666666667,0.76,0.65,0.57,0.49,0.42,0.37,0.76,0.22,0.58,0.81,0.86,0.58,0.73,0.21,0.21,0.48,0.37,0.63,0.48,0.43,0.32,0.37
1024,kanakuro/qwen3-4b-structured-output-260225-1,0.527909946236559,0.81,0.5,0.37,0.85,0.93,0.27,0.61,0.05,0.3,0.53,0.39,0.28,0.01,0.61,0.82,0.69,0.74,0.66,0.82,0.86,0.93,0.69,0.02,0.62,0.44,0.53,0.2,0.11,0.1,0.27,0.0,0.96,0.5,0.79,0.58,0.85,0.46,0.41,0.62,0.2604166666666667,0.79,0.7,0.59,0.6,0.51,0.45,0.91,0.2,0.56,0.72,0.86,0.59,0.8,0.25,0.13,0.47,0.53,0.67,0.56,0.54,0.39,0.47
1025,kanon9999/homework,0.5614314516129033,0.8,0.55,0.39,0.86,0.96,0.21,0.55,0.05,0.33,0.59,0.41,0.3,0.0,0.64,0.82,0.86,0.73,0.78,0.81,0.88,0.95,0.73,0.02,0.67,0.54,0.58,0.27,0.07,0.08,0.32,0.0,0.93,0.42,0.87,0.6,0.85,0.33,0.4,0.66,0.21875,0.83,0.72,0.76,0.7,0.62,0.47,0.94,0.22,0.66,0.82,0.89,0.69,0.83,0.34,0.14,0.53,0.59,0.69,0.68,0.67,0.47,0.52
1026,karsh-uk/Qwen3-4B-lora15,0.5680577956989246,0.8,0.52,0.41,0.86,0.94,0.23,0.6,0.05,0.39,0.63,0.4,0.38,0.01,0.62,0.81,0.87,0.72,0.83,0.8,0.86,0.96,0.72,0.06,0.71,0.53,0.6,0.32,0.08,0.07,0.37,0.0,0.93,0.42,0.89,0.57,0.84,0.36,0.38,0.68,0.23958333333333334,0.83,0.68,0.82,0.73,0.61,0.47,0.94,0.2,0.64,0.83,0.89,0.66,0.85,0.33,0.19,0.57,0.61,0.68,0.62,0.61,0.46,0.54
1027,karsh-uk/Qwen3-4B-lora17,0.5661424731182796,0.78,0.53,0.44,0.84,0.96,0.23,0.54,0.05,0.36,0.62,0.4,0.33,0.01,0.64,0.81,0.86,0.73,0.81,0.8,0.88,0.96,0.74,0.06,0.71,0.51,0.61,0.26,0.06,0.07,0.34,0.0,0.93,0.46,0.89,0.58,0.84,0.37,0.39,0.67,0.2708333333333333,0.81,0.7,0.81,0.69,0.62,0.45,0.94,0.22,0.65,0.83,0.9,0.69,0.82,0.35,0.18,0.53,0.6,0.67,0.66,0.64,0.47,0.53
1028,kasumi-nakano/qwen3-4b-structured-output-lora-v3,0.560342741935484,0.79,0.56,0.38,0.87,0.97,0.26,0.58,0.05,0.37,0.6,0.37,0.38,0.0,0.62,0.83,0.85,0.72,0.78,0.79,0.87,0.93,0.67,0.02,0.83,0.48,0.56,0.27,0.1,0.07,0.22,0.01,0.89,0.44,0.89,0.46,0.83,0.32,0.37,0.67,0.28125,0.83,0.58,0.8,0.68,0.69,0.46,0.94,0.19,0.67,0.81,0.87,0.72,0.81,0.35,0.17,0.56,0.61,0.7,0.62,0.71,0.5,0.52
1029,kasumi-nakano/qwen3-4b-structured-output-lora-v4,0.567909946236559,0.8,0.56,0.35,0.87,0.96,0.31,0.59,0.06,0.39,0.67,0.39,0.35,0.01,0.62,0.83,0.85,0.71,0.81,0.78,0.87,0.95,0.7,0.02,0.81,0.51,0.6,0.29,0.12,0.06,0.4,0.01,0.9,0.41,0.9,0.56,0.83,0.29,0.35,0.68,0.2604166666666667,0.85,0.64,0.81,0.67,0.62,0.47,0.95,0.22,0.66,0.8,0.88,0.7,0.82,0.34,0.19,0.48,0.6,0.73,0.64,0.67,0.47,0.57
1030,katsumi1701/qwen3-4b-structured-output-lora-sft2,0.5703561827956989,0.8,0.56,0.42,0.86,0.96,0.24,0.58,0.05,0.35,0.64,0.43,0.36,0.01,0.67,0.83,0.85,0.71,0.81,0.79,0.87,0.97,0.74,0.07,0.76,0.53,0.6,0.25,0.13,0.07,0.33,0.0,0.94,0.44,0.88,0.55,0.83,0.33,0.38,0.7,0.3020833333333333,0.82,0.67,0.85,0.72,0.63,0.44,0.94,0.18,0.65,0.82,0.87,0.68,0.87,0.33,0.16,0.54,0.6,0.71,0.63,0.65,0.46,0.55
1031,katsumi1701/qwen3-4b-structured-output-lora-sft4,0.5454569892473118,0.84,0.51,0.4,0.83,0.92,0.34,0.69,0.06,0.31,0.48,0.39,0.32,0.01,0.6,0.82,0.77,0.78,0.83,0.83,0.86,0.94,0.51,0.07,0.64,0.42,0.61,0.2,0.08,0.11,0.31,0.01,0.94,0.49,0.83,0.65,0.84,0.51,0.41,0.62,0.20833333333333334,0.85,0.69,0.8,0.6,0.48,0.52,0.92,0.23,0.57,0.77,0.88,0.59,0.75,0.23,0.13,0.48,0.56,0.67,0.59,0.55,0.42,0.55
1032,kawashimas/qwen3-4b-lora-exp1,0.5679233870967743,0.79,0.54,0.4,0.84,0.95,0.22,0.58,0.07,0.37,0.63,0.4,0.35,0.0,0.62,0.81,0.86,0.73,0.85,0.8,0.88,0.98,0.66,0.05,0.69,0.5,0.63,0.28,0.09,0.07,0.35,0.0,0.93,0.43,0.88,0.6,0.84,0.4,0.4,0.67,0.28125,0.83,0.68,0.81,0.72,0.62,0.47,0.94,0.19,0.64,0.81,0.89,0.67,0.85,0.35,0.21,0.55,0.59,0.69,0.63,0.62,0.46,0.57
1033,kawatoshi3/exp2a-lora,0.5458131720430109,0.82,0.49,0.36,0.75,0.92,0.31,0.56,0.07,0.26,0.61,0.39,0.31,0.09,0.65,0.79,0.76,0.75,0.77,0.82,0.77,0.93,0.5,0.11,0.59,0.48,0.56,0.18,0.12,0.13,0.28,0.01,0.93,0.47,0.78,0.62,0.82,0.48,0.45,0.6,0.2604166666666667,0.85,0.69,0.72,0.68,0.6,0.47,0.92,0.18,0.54,0.76,0.91,0.71,0.8,0.23,0.13,0.49,0.6,0.73,0.64,0.69,0.46,0.49
1034,kazu1215/qwen3-lora-r64,0.5614516129032259,0.79,0.51,0.43,0.85,0.94,0.22,0.58,0.05,0.36,0.61,0.39,0.35,0.01,0.64,0.81,0.82,0.71,0.84,0.8,0.86,0.96,0.66,0.06,0.66,0.54,0.61,0.28,0.12,0.08,0.3,0.0,0.93,0.45,0.87,0.57,0.84,0.39,0.41,0.66,0.25,0.81,0.67,0.78,0.69,0.66,0.41,0.92,0.22,0.63,0.83,0.9,0.68,0.82,0.35,0.2,0.47,0.59,0.67,0.65,0.62,0.47,0.56
1035,kazu1215/qwen3-lora-v10,0.5719422043010755,0.79,0.53,0.37,0.87,0.97,0.22,0.63,0.06,0.38,0.69,0.4,0.38,0.0,0.64,0.81,0.87,0.72,0.84,0.8,0.87,0.97,0.74,0.06,0.76,0.51,0.6,0.3,0.08,0.06,0.38,0.0,0.92,0.42,0.89,0.58,0.84,0.36,0.4,0.68,0.2604166666666667,0.84,0.65,0.85,0.71,0.62,0.46,0.94,0.23,0.64,0.81,0.88,0.69,0.87,0.35,0.17,0.52,0.59,0.68,0.64,0.61,0.47,0.59
1036,kazu1215/qwen3-lora-v11,0.5742069892473117,0.8,0.54,0.4,0.88,0.97,0.24,0.62,0.05,0.41,0.67,0.4,0.36,0.01,0.62,0.8,0.87,0.69,0.85,0.8,0.87,0.94,0.72,0.07,0.77,0.52,0.6,0.31,0.08,0.06,0.42,0.0,0.92,0.43,0.9,0.58,0.85,0.37,0.38,0.68,0.2708333333333333,0.84,0.68,0.86,0.72,0.64,0.47,0.96,0.21,0.64,0.81,0.88,0.69,0.86,0.33,0.18,0.52,0.6,0.69,0.64,0.61,0.47,0.58
1037,kazu1215/qwen3-lora-v12,0.5713037634408601,0.79,0.53,0.39,0.86,0.97,0.25,0.62,0.05,0.4,0.69,0.4,0.38,0.0,0.64,0.8,0.87,0.7,0.83,0.8,0.87,0.95,0.69,0.06,0.73,0.53,0.62,0.31,0.09,0.07,0.41,0.0,0.92,0.44,0.89,0.57,0.84,0.36,0.36,0.69,0.2708333333333333,0.84,0.68,0.83,0.68,0.61,0.47,0.94,0.22,0.65,0.81,0.89,0.7,0.89,0.33,0.16,0.52,0.58,0.7,0.63,0.61,0.47,0.57
1038,kazu1215/qwen3-lora-v13,0.5709744623655915,0.8,0.55,0.4,0.85,0.97,0.23,0.62,0.05,0.4,0.68,0.42,0.35,0.0,0.64,0.8,0.87,0.71,0.84,0.8,0.87,0.97,0.66,0.06,0.77,0.52,0.58,0.3,0.09,0.07,0.39,0.0,0.92,0.4,0.89,0.57,0.85,0.36,0.38,0.69,0.2604166666666667,0.83,0.67,0.85,0.73,0.62,0.46,0.96,0.2,0.63,0.81,0.89,0.68,0.87,0.34,0.16,0.54,0.58,0.71,0.63,0.61,0.47,0.58
1039,kazu1215/qwen3-lora-v2,0.5616599462365591,0.79,0.53,0.42,0.81,0.92,0.22,0.55,0.06,0.36,0.56,0.42,0.33,0.01,0.63,0.81,0.81,0.73,0.84,0.81,0.85,0.96,0.7,0.06,0.61,0.52,0.6,0.28,0.07,0.09,0.25,0.0,0.92,0.47,0.84,0.61,0.83,0.39,0.4,0.66,0.3229166666666667,0.8,0.72,0.75,0.67,0.64,0.43,0.93,0.25,0.61,0.82,0.91,0.64,0.86,0.31,0.19,0.53,0.66,0.67,0.63,0.68,0.53,0.55
1040,kazu1215/qwen3-lora-v3,0.5737231182795699,0.8,0.53,0.41,0.88,0.96,0.26,0.62,0.06,0.4,0.67,0.4,0.38,0.01,0.65,0.8,0.87,0.69,0.85,0.8,0.87,0.96,0.68,0.07,0.77,0.53,0.61,0.3,0.09,0.06,0.39,0.0,0.92,0.42,0.89,0.57,0.84,0.35,0.38,0.7,0.2708333333333333,0.83,0.68,0.84,0.7,0.61,0.46,0.94,0.23,0.64,0.82,0.89,0.69,0.86,0.33,0.2,0.56,0.59,0.7,0.64,0.6,0.47,0.58
1041,kazu1215/qwen3-lora-v3-rt,0.5721102150537634,0.8,0.53,0.38,0.88,0.97,0.27,0.59,0.06,0.4,0.65,0.4,0.38,0.01,0.64,0.82,0.87,0.69,0.85,0.79,0.87,0.96,0.7,0.07,0.77,0.53,0.6,0.31,0.11,0.07,0.39,0.01,0.91,0.42,0.89,0.59,0.84,0.34,0.39,0.69,0.2708333333333333,0.83,0.65,0.86,0.71,0.62,0.46,0.96,0.2,0.64,0.81,0.87,0.69,0.88,0.34,0.17,0.54,0.56,0.68,0.64,0.6,0.47,0.58
1042,kazu1215/qwen3-lora-v4,0.5717876344086021,0.79,0.52,0.4,0.86,0.96,0.27,0.65,0.06,0.4,0.7,0.4,0.39,0.0,0.63,0.81,0.87,0.7,0.83,0.8,0.87,0.96,0.68,0.06,0.76,0.54,0.59,0.3,0.08,0.06,0.36,0.0,0.92,0.42,0.89,0.58,0.84,0.37,0.38,0.68,0.2708333333333333,0.84,0.67,0.86,0.71,0.59,0.48,0.96,0.19,0.64,0.81,0.87,0.68,0.89,0.32,0.18,0.52,0.58,0.69,0.65,0.6,0.47,0.6
1043,kazu1215/qwen3-lora-v5,0.5703427419354837,0.8,0.55,0.41,0.87,0.96,0.26,0.63,0.06,0.41,0.67,0.4,0.35,0.0,0.63,0.82,0.87,0.69,0.86,0.8,0.87,0.93,0.66,0.06,0.75,0.51,0.62,0.33,0.1,0.06,0.35,0.0,0.92,0.43,0.89,0.58,0.84,0.36,0.39,0.68,0.28125,0.83,0.68,0.84,0.72,0.61,0.47,0.96,0.21,0.64,0.81,0.89,0.7,0.86,0.33,0.17,0.49,0.57,0.68,0.64,0.61,0.46,0.54
1044,kazu1215/qwen3-lora-v6,0.5714516129032258,0.79,0.54,0.38,0.86,0.96,0.24,0.62,0.05,0.4,0.7,0.4,0.38,0.0,0.61,0.82,0.87,0.71,0.84,0.8,0.87,0.98,0.69,0.05,0.75,0.55,0.61,0.3,0.08,0.07,0.45,0.0,0.92,0.42,0.9,0.57,0.84,0.36,0.37,0.68,0.25,0.83,0.66,0.83,0.71,0.57,0.45,0.95,0.25,0.63,0.81,0.89,0.68,0.88,0.33,0.17,0.54,0.58,0.71,0.63,0.61,0.47,0.57
1045,kazu1215/qwen3-lora-v6-rt,0.5727486559139784,0.8,0.54,0.41,0.87,0.97,0.23,0.63,0.05,0.39,0.67,0.4,0.37,0.0,0.64,0.81,0.86,0.71,0.85,0.8,0.87,0.96,0.68,0.07,0.78,0.53,0.61,0.28,0.11,0.06,0.37,0.0,0.92,0.44,0.9,0.58,0.84,0.36,0.42,0.68,0.2604166666666667,0.83,0.67,0.86,0.7,0.59,0.48,0.94,0.2,0.65,0.81,0.89,0.69,0.88,0.34,0.14,0.56,0.58,0.69,0.64,0.62,0.47,0.56
